Ano;Cód Area;Área;Cód. IES;Nome da IES;Cod. Município;Nome do Município;UF do Curso;Inscritos;Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Nota Bruta - Geral;Nota Padronizada - Geral;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2014;6008;ENGENHARIA QUÍMICA;349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;3106200;BELO HORIZONTE;MG;66;64;"66,8";"3,1";"37,2";"2,2";"44,6";"2,3";"2,425";3;
2014;6008;ENGENHARIA QUÍMICA;385;UNIVERSIDADE SALVADOR;2927408;SALVADOR;BA;111;104;"60,4";"1,8";"37,3";"2,2";"43,1";"2,1";"2,108";3;
2014;6008;ENGENHARIA QUÍMICA;449;UNIVERSIDADE LUTERANA DO BRASIL;4304606;CANOAS;RS;38;35;"66,9";"3,1";38;"2,3";"45,3";"2,4";"2,503";3;
2014;6008;ENGENHARIA QUÍMICA;452;CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS;1302603;MANAUS;AM;25;24;"55,3";"0,8";"26,7";"0,9";"33,8";"0,9";"0,914";1;
2014;6008;ENGENHARIA QUÍMICA;462;FACULDADE DE ENGENHARIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;3550308;SAO PAULO;SP;4;3;63;"2,4";"25,7";"0,8";"35,1";"1,1";"1,22";2;
2014;6008;ENGENHARIA QUÍMICA;482;UNIVERSIDADE DO EXTREMO SUL CATARINENSE;4204608;CRICIUMA;SC;39;38;"61,2";2;"35,1";"1,9";"41,7";"1,9";"1,959";3;
2014;6008;ENGENHARIA QUÍMICA;494;UNIVERSIDADE DO SUL DE SANTA CATARINA;4218707;TUBARAO;SC;32;28;"65,9";"2,9";"33,3";"1,7";"41,5";"1,9";"2,037";3;
2014;6008;ENGENHARIA QUÍMICA;496;UNIVERSIDADE DE FRANCA;3516200;FRANCA;SP;24;22;"60,9";"1,9";"30,8";"1,4";"38,4";"1,5";"1,563";2;
2014;6008;ENGENHARIA QUÍMICA;528;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;3304557;RIO DE JANEIRO;RJ;63;61;"66,8";"3,1";"43,2";"2,9";"49,1";"2,9";"2,953";4;
2014;6008;ENGENHARIA QUÍMICA;547;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;3304557;RIO DE JANEIRO;RJ;81;71;"63,4";"2,4";"47,1";"3,4";"51,2";"3,2";"3,13";4;
2014;6008;ENGENHARIA QUÍMICA;548;UNIVERSIDADE FEDERAL DO MARANHÃO;2111300;SAO LUIS;MA;55;45;"53,8";"0,5";"33,1";"1,7";"38,3";"1,5";"1,411";2;
2014;6008;ENGENHARIA QUÍMICA;569;UNIVERSIDADE FEDERAL DO PARÁ;1501402;BELEM;PA;33;30;"71,5";"4,1";"38,7";"2,4";47;"2,7";"2,798";3;
2014;6008;ENGENHARIA QUÍMICA;570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;2408102;NATAL;RN;68;56;"63,6";"2,5";"43,9";3;"48,8";"2,9";"2,857";3;
2014;6008;ENGENHARIA QUÍMICA;571;UNIVERSIDADE FEDERAL DO PARANÁ;4106902;CURITIBA;PR;70;69;"68,9";"3,6";"51,8";"3,9";"56,1";"3,9";"3,822";4;
2014;6008;ENGENHARIA QUÍMICA;572;UNIVERSIDADE FEDERAL FLUMINENSE;3303302;NITEROI;RJ;85;74;"66,3";3;44;3;"49,6";3;"2,999";4;
2014;6008;ENGENHARIA QUÍMICA;573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;3200201;ALEGRE;ES;20;20;"66,6";"3,1";"40,4";"2,6";"46,9";"2,7";"2,695";3;
2014;6008;ENGENHARIA QUÍMICA;573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;3204906;SAO MATEUS;ES;29;25;"68,2";"3,4";"52,3";4;"56,3";"3,9";"3,829";4;
2014;6008;ENGENHARIA QUÍMICA;574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;3305554;SEROPEDICA;RJ;105;84;"66,9";"3,1";"40,8";"2,6";"47,3";"2,7";"2,744";3;
2014;6008;ENGENHARIA QUÍMICA;575;UNIVERSIDADE FEDERAL DE MINAS GERAIS;3106200;BELO HORIZONTE;MG;51;46;"74,8";"4,7";61;5;"64,5";5;"4,933";5;
2014;6008;ENGENHARIA QUÍMICA;577;UNIVERSIDADE FEDERAL DE ALAGOAS;2704302;MACEIO;AL;71;62;"62,1";"2,2";39;"2,4";"44,8";"2,4";"2,35";3;
2014;6008;ENGENHARIA QUÍMICA;578;UNIVERSIDADE FEDERAL DA BAHIA;2927408;SALVADOR;BA;85;71;"62,9";"2,3";"46,3";"3,3";"50,4";"3,1";"3,029";4;
2014;6008;ENGENHARIA QUÍMICA;579;UNIVERSIDADE FEDERAL DA PARAÍBA;2507507;JOAO PESSOA;PB;17;14;"68,7";"3,5";"42,9";"2,9";"49,3";3;"3,02";4;
2014;6008;ENGENHARIA QUÍMICA;580;UNIVERSIDADE FEDERAL DE PERNAMBUCO;2611606;RECIFE;PE;62;58;"66,9";"3,1";"41,4";"2,7";"47,8";"2,8";"2,8";3;
2014;6008;ENGENHARIA QUÍMICA;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;4314902;PORTO ALEGRE;RS;86;80;72;"4,2";"54,9";"4,3";"59,2";"4,3";"4,25";5;
2014;6008;ENGENHARIA QUÍMICA;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;4316907;SANTA MARIA;RS;43;39;69;"3,6";"47,7";"3,4";53;"3,5";"3,464";4;
2014;6008;ENGENHARIA QUÍMICA;583;UNIVERSIDADE FEDERAL DO CEARÁ;2304400;FORTALEZA;CE;26;25;"70,5";"3,9";"50,5";"3,8";"55,5";"3,8";"3,785";4;
2014;6008;ENGENHARIA QUÍMICA;584;UNIVERSIDADE FEDERAL DE GOIÁS;5208707;GOIANIA;GO;12;11;"60,9";"1,9";"38,9";"2,4";"44,4";"2,3";"2,275";3;
2014;6008;ENGENHARIA QUÍMICA;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;4205407;FLORIANOPOLIS;SC;32;32;"52,4";"0,2";45;"3,1";"46,8";"2,6";"2,386";3;
2014;6008;ENGENHARIA QUÍMICA;586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;3304557;RIO DE JANEIRO;RJ;262;211;"70,1";"3,8";"49,4";"3,6";"54,6";"3,7";"3,668";4;
2014;6008;ENGENHARIA QUÍMICA;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;4119905;PONTA GROSSA;PR;21;18;"69,5";"3,7";"43,9";3;"50,3";"3,1";"3,158";4;
2014;6008;ENGENHARIA QUÍMICA;589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;2408003;MOSSORO;RN;30;30;"61,6";"2,1";"33,1";"1,7";"40,3";"1,8";"1,802";2;
2014;6008;ENGENHARIA QUÍMICA;591;UNIVERSIDADE FEDERAL DE SÃO PAULO;3513801;DIADEMA;SP;75;55;"63,9";"2,5";"42,6";"2,8";"47,9";"2,8";"2,753";3;
2014;6008;ENGENHARIA QUÍMICA;595;UNIVERSIDADE FEDERAL DE ALFENAS;3151800;POCOS DE CALDAS;MG;69;53;"70,2";"3,8";"39,7";"2,5";"47,3";"2,7";"2,817";3;
2014;6008;ENGENHARIA QUÍMICA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;3121605;DIAMANTINA;MG;51;48;"67,3";"3,2";"40,2";"2,5";47;"2,7";"2,713";3;
2014;6008;ENGENHARIA QUÍMICA;597;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;3170107;UBERABA;MG;13;13;"75,2";"4,8";"53,6";"4,1";59;"4,3";"4,293";5;
2014;6008;ENGENHARIA QUÍMICA;599;"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA";2927408;SALVADOR;BA;2;2;74;"4,6";"53,5";"4,1";"58,6";"4,2";"4,225";5;
2014;6008;ENGENHARIA QUÍMICA;609;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;4127700;TOLEDO;PR;34;28;"65,4";"2,8";"39,7";"2,5";"46,1";"2,5";"2,574";3;
2014;6008;ENGENHARIA QUÍMICA;633;INSTITUTO MILITAR DE ENGENHARIA;3304557;RIO DE JANEIRO;RJ;5;5;"83,2";5;"63,6";5;"68,5";5;5;5;
2014;6008;ENGENHARIA QUÍMICA;664;UNIVERSIDADE VILA VELHA;3205200;VILA VELHA;ES;32;32;"68,2";"3,4";"45,6";"3,2";"51,2";"3,2";"3,233";4;
2014;6008;ENGENHARIA QUÍMICA;718;UNIVERSIDADE POTIGUAR;2408102;NATAL;RN;54;53;"62,3";"2,2";"27,6";"1,1";"36,3";"1,2";"1,349";2;
2014;6008;ENGENHARIA QUÍMICA;736;FACULDADE PITÁGORAS DE LINHARES;3203205;LINHARES;ES;32;27;"63,9";"2,5";"33,7";"1,8";"41,3";"1,9";"1,969";3;
2014;6008;ENGENHARIA QUÍMICA;798;FACULDADES INTEGRADAS DE ARACRUZ;3200607;ARACRUZ;ES;28;27;"61,4";2;"39,5";"2,5";45;"2,4";"2,358";3;
2014;6008;ENGENHARIA QUÍMICA;878;CENTRO UNIVERSITÁRIO DO LESTE DE MINAS GERAIS;3119401;CORONEL FABRICIANO;MG;34;34;"59,8";"1,7";"33,3";"1,7";"39,9";"1,7";"1,721";2;
2014;6008;ENGENHARIA QUÍMICA;952;UNIVERSIDADE SANTA CECÍLIA;3548500;SANTOS;SP;111;108;"57,8";"1,3";"34,9";"1,9";"40,6";"1,8";"1,764";2;
2014;6008;ENGENHARIA QUÍMICA;991;FACULDADE SENAI-CETIQT;3304557;RIO DE JANEIRO;RJ;10;9;"66,1";3;"34,6";"1,9";"42,5";"2,1";"2,161";3;
2014;6008;ENGENHARIA QUÍMICA;1129;CENTRO UNIVERSITÁRIO DO NORTE PAULISTA;3549805;SAO JOSE DO RIO PRETO;SP;46;40;"53,9";"0,5";"27,1";1;"33,8";"0,9";"0,881";1;
2014;6008;ENGENHARIA QUÍMICA;1351;CENTRO UNIVERSITÁRIO TUPY;4209102;JOINVILLE;SC;24;24;"62,8";"2,3";"38,9";"2,4";"44,9";"2,4";"2,373";3;
2014;6008;ENGENHARIA QUÍMICA;1409;FACULDADE DO CENTRO LESTE;3205002;SERRA;ES;27;23;"65,4";"2,8";"44,2";3;"49,5";3;"2,972";4;
2014;6008;ENGENHARIA QUÍMICA;1445;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA;3548807;SAO CAETANO DO SUL;SP;65;61;"61,2";2;"43,8";3;"48,1";"2,8";"2,724";3;
2014;6008;ENGENHARIA QUÍMICA;1502;FACULDADE PITÁGORAS DE JUNDIAÍ;3525904;JUNDIAI;SP;30;14;"67,1";"3,2";"35,7";2;"43,5";"2,2";"2,3";3;
2014;6008;ENGENHARIA QUÍMICA;1536;FACULDADE DE TELÊMACO BORBA;4127106;TELEMACO BORBA;PR;12;11;61;2;40;"2,5";"45,3";"2,4";"2,384";3;
2014;6008;ENGENHARIA QUÍMICA;1682;FACULDADE SALESIANA MARIA AUXILIADORA;3302403;MACAE;RJ;17;16;"65,9";"2,9";"35,6";2;"43,2";"2,2";"2,242";3;
2014;6008;ENGENHARIA QUÍMICA;1876;FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU;3530706;MOGI-GUACU;SP;33;32;"61,7";"2,1";"32,5";"1,6";"39,8";"1,7";"1,753";2;
2014;6008;ENGENHARIA QUÍMICA;1878;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS;3548708;SAO BERNARDO DO CAMPO;SP;66;59;"61,3";2;"42,3";"2,8";"47,1";"2,7";"2,601";3;
2014;6008;ENGENHARIA QUÍMICA;2076;FACULDADE REGIONAL DA BAHIA;2927408;SALVADOR;BA;9;9;"52,6";"0,3";"18,6";0;"27,1";0;"0,065";1;
2014;6008;ENGENHARIA QUÍMICA;2423;FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS;3143302;MONTES CLAROS;MG;18;17;"60,6";"1,9";"41,2";"2,7";"46,1";"2,5";"2,466";3;
2014;6008;ENGENHARIA QUÍMICA;2564;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;2504009;CAMPINA GRANDE;PB;67;66;"66,7";"3,1";"40,3";"2,6";"46,9";"2,7";"2,696";3;
2014;6008;ENGENHARIA QUÍMICA;2576;FACULDADES PITÁGORAS UNIDADE GUARAPARI;3202405;GUARAPARI;ES;18;18;61;"1,9";"31,2";"1,5";"38,6";"1,5";"1,594";2;
2014;6008;ENGENHARIA QUÍMICA;3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;4204202;CHAPECO;SC;28;27;"67,2";"3,2";36;"2,1";"43,8";"2,2";"2,343";3;
2014;6008;ENGENHARIA QUÍMICA;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;1302603;MANAUS;AM;16;16;"61,1";2;"36,8";"2,1";"42,9";"2,1";"2,098";3;
2014;6008;ENGENHARIA QUÍMICA;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;4302105;BENTO GONCALVES;RS;13;13;"66,9";"3,1";30;"1,3";"39,2";"1,6";"1,793";2;
2014;6008;ENGENHARIA QUÍMICA;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;4313409;NOVO HAMBURGO;RS;8;8;"55,4";"0,8";"31,6";"1,5";"37,6";"1,4";"1,355";2;
2014;6008;ENGENHARIA QUÍMICA;3336;UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL;4316808;SANTA CRUZ DO SUL;RS;2;1;;;;;;;;SC;
2014;6008;ENGENHARIA QUÍMICA;3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;3148004;PATOS DE MINAS;MG;36;26;"64,7";"2,7";"36,5";"2,1";"43,5";"2,2";"2,254";3;
2014;6008;ENGENHARIA QUÍMICA;3641;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS;3505500;BARRETOS;SP;70;68;"59,4";"1,6";"31,4";"1,5";"38,4";"1,5";"1,533";2;
2014;6008;ENGENHARIA QUÍMICA;4017;CENTRO UNIVERSITÁRIO PADRE ANCHIETA;3525904;JUNDIAI;SP;100;81;"57,4";"1,2";"30,5";"1,4";"37,2";"1,4";"1,358";2;
2014;6008;ENGENHARIA QUÍMICA;4362;FACULDADE PITÁGORAS DE BETIM;3106705;BETIM;MG;35;32;"64,9";"2,7";"32,9";"1,7";"40,9";"1,8";"1,943";2;
2014;6008;ENGENHARIA QUÍMICA;5216;"FACULDADE ANHANGUERA DE EDUCAÇÃO, CIÊNCIAS E TECNOLOGIA DE SOROCABA";3552205;SOROCABA;SP;79;19;"61,2";2;"26,1";"0,9";"34,8";1;"1,154";2;
2014;6008;ENGENHARIA QUÍMICA;5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;4301602;BAGE;RS;12;12;"66,3";3;40;"2,5";"46,6";"2,6";"2,643";3;
2014;6008;ENGENHARIA QUÍMICA;5701;UNIVERSIDADE DO ESTADO DO AMAPÁ;1600303;MACAPA;AP;4;4;"64,4";"2,6";44;3;"49,1";"2,9";"2,905";3;
2014;6008;ENGENHARIA QUÍMICA;15450;Faculdade Presidente Antônio Carlos de Ipatinga;3131307;IPATINGA;MG;18;18;"67,8";"3,3";"33,5";"1,7";"42,1";2;"2,141";3;
2014;6009;ENGENHARIA DE ALIMENTOS;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;5106653;PONTAL DO ARAGUAIA;MT;36;34;"58,9";2;"42,1";"1,7";"46,3";"1,6";"1,728";2;
2014;6009;ENGENHARIA DE ALIMENTOS;3;UNIVERSIDADE FEDERAL DE SERGIPE;2806701;SAO CRISTOVAO;SE;7;7;"66,3";"3,1";"49,3";"2,7";"53,6";"2,6";"2,781";3;
2014;6009;ENGENHARIA DE ALIMENTOS;8;UNIVERSIDADE FEDERAL DE VIÇOSA;3126000;FLORESTAL;MG;15;15;"67,2";"3,3";"56,1";"3,6";"58,9";"3,4";"3,532";4;
2014;6009;ENGENHARIA DE ALIMENTOS;8;UNIVERSIDADE FEDERAL DE VIÇOSA;3171303;VICOSA;MG;39;39;"65,2";3;"60,3";"4,2";"61,5";"3,7";"3,887";4;
2014;6009;ENGENHARIA DE ALIMENTOS;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;4106902;CURITIBA;PR;12;12;"67,4";"3,3";"53,5";"3,2";"56,9";"3,1";"3,257";4;
2014;6009;ENGENHARIA DE ALIMENTOS;12;UNIVERSIDADE FEDERAL DO RIO GRANDE;4315602;RIO GRANDE;RS;17;17;"61,1";"2,3";"44,1";"1,9";"48,4";"1,9";"2,023";3;
2014;6009;ENGENHARIA DE ALIMENTOS;12;UNIVERSIDADE FEDERAL DO RIO GRANDE;4317608;SANTO ANTONIO DA PATRULHA;RS;3;3;"46,8";0;"47,2";"2,4";"47,1";"1,7";"1,766";2;
2014;6009;ENGENHARIA DE ALIMENTOS;13;UNIVERSIDADE DE CAXIAS DO SUL;4305108;CAXIAS DO SUL;RS;10;10;"56,9";"1,6";"45,8";"2,2";"48,5";"1,9";"2,024";3;
2014;6009;ENGENHARIA DE ALIMENTOS;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;4318705;SAO LEOPOLDO;RS;21;21;"58,8";"1,9";"53,7";"3,3";55;"2,8";"2,933";3;
2014;6009;ENGENHARIA DE ALIMENTOS;20;UNIVERSIDADE DE PASSO FUNDO;4314100;PASSO FUNDO;RS;14;14;"56,9";"1,6";"43,9";"1,9";"47,1";"1,7";"1,828";2;
2014;6009;ENGENHARIA DE ALIMENTOS;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;4212908;PINHALZINHO;SC;49;48;"59,7";"2,1";"46,5";"2,3";"49,8";"2,1";"2,222";3;
2014;6009;ENGENHARIA DE ALIMENTOS;54;UNIVERSIDADE ESTADUAL DE CAMPINAS;3509502;CAMPINAS;SP;105;91;"62,2";"2,5";57;"3,7";"58,3";"3,3";"3,422";4;
2014;6009;ENGENHARIA DE ALIMENTOS;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;3549805;SAO JOSE DO RIO PRETO;SP;27;26;"71,6";4;"58,5";"3,9";"61,8";"3,8";"3,96";5;
2014;6009;ENGENHARIA DE ALIMENTOS;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;4115200;MARINGA;PR;30;27;"71,6";4;"55,2";"3,5";"59,3";"3,4";"3,607";4;
2014;6009;ENGENHARIA DE ALIMENTOS;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;4217204;SAO MIGUEL D´OESTE;SC;22;22;"57,4";"1,7";"40,7";"1,5";"44,9";"1,4";"1,515";2;
2014;6009;ENGENHARIA DE ALIMENTOS;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;4219309;VIDEIRA;SC;33;30;"56,8";"1,6";"44,5";2;"47,6";"1,7";"1,886";2;
2014;6009;ENGENHARIA DE ALIMENTOS;107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;3167202;SETE LAGOAS;MG;41;38;"66,1";"3,1";"54,5";"3,4";"57,4";"3,2";"3,313";4;
2014;6009;ENGENHARIA DE ALIMENTOS;266;UNIVERSIDADE METODISTA DE PIRACICABA;3545803;SANTA BARBARA D´OESTE;SP;14;9;"51,5";"0,8";"42,4";"1,7";"44,7";"1,3";"1,454";2;
2014;6009;ENGENHARIA DE ALIMENTOS;275;UNIVERSIDADE DO VALE DO PARAÍBA;3549904;SAO JOSE DOS CAMPOS;SP;4;3;"64,8";"2,9";39;"1,2";"45,5";"1,4";"1,636";2;
2014;6009;ENGENHARIA DE ALIMENTOS;349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;3106200;BELO HORIZONTE;MG;18;17;"54,4";"1,2";"46,4";"2,2";"48,4";"1,9";"1,987";3;
2014;6009;ENGENHARIA DE ALIMENTOS;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;4307005;ERECHIM;RS;5;5;"61,2";"2,3";"52,3";"3,1";"54,5";"2,7";"2,888";3;
2014;6009;ENGENHARIA DE ALIMENTOS;527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;5208707;GOIANIA;GO;14;13;"56,1";"1,5";"35,5";"0,7";"40,7";"0,8";"0,917";1;
2014;6009;ENGENHARIA DE ALIMENTOS;548;UNIVERSIDADE FEDERAL DO MARANHÃO;2105302;IMPERATRIZ;MA;7;6;"69,3";"3,6";"48,7";"2,6";"53,8";"2,6";"2,832";3;
2014;6009;ENGENHARIA DE ALIMENTOS;569;UNIVERSIDADE FEDERAL DO PARÁ;1501402;BELEM;PA;41;37;"57,2";"1,7";"45,6";"2,1";"48,5";"1,9";"2,024";3;
2014;6009;ENGENHARIA DE ALIMENTOS;570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;2408102;NATAL;RN;30;28;64;"2,8";"51,7";3;"54,8";"2,8";"2,941";3;
2014;6009;ENGENHARIA DE ALIMENTOS;571;UNIVERSIDADE FEDERAL DO PARANÁ;4106902;CURITIBA;PR;32;32;"71,4";4;"62,8";"4,5";65;"4,2";"4,401";5;
2014;6009;ENGENHARIA DE ALIMENTOS;573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;3200201;ALEGRE;ES;23;23;"61,7";"2,4";55;"3,4";"56,6";3;"3,184";4;
2014;6009;ENGENHARIA DE ALIMENTOS;574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;3305554;SEROPEDICA;RJ;44;38;"66,2";"3,1";"53,1";"3,2";"56,4";3;"3,177";4;
2014;6009;ENGENHARIA DE ALIMENTOS;575;UNIVERSIDADE FEDERAL DE MINAS GERAIS;3143302;MONTES CLAROS;MG;35;35;"59,2";2;"46,4";"2,3";"49,6";2;"2,189";3;
2014;6009;ENGENHARIA DE ALIMENTOS;579;UNIVERSIDADE FEDERAL DA PARAÍBA;2507507;JOAO PESSOA;PB;32;25;"67,1";"3,3";"42,4";"1,7";"48,6";"1,9";"2,09";3;
2014;6009;ENGENHARIA DE ALIMENTOS;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;4314902;PORTO ALEGRE;RS;20;20;"68,4";"3,5";"55,4";"3,5";"58,6";"3,3";"3,5";4;
2014;6009;ENGENHARIA DE ALIMENTOS;583;UNIVERSIDADE FEDERAL DO CEARÁ;2304400;FORTALEZA;CE;83;81;"57,4";"1,7";"39,9";"1,3";"44,3";"1,3";"1,435";2;
2014;6009;ENGENHARIA DE ALIMENTOS;584;UNIVERSIDADE FEDERAL DE GOIÁS;5208707;GOIANIA;GO;92;80;"58,7";"1,9";"45,4";"2,1";"48,8";"1,9";"2,065";3;
2014;6009;ENGENHARIA DE ALIMENTOS;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;4205407;FLORIANOPOLIS;SC;27;27;70;"3,7";"56,9";"3,7";"60,2";"3,6";"3,722";4;
2014;6009;ENGENHARIA DE ALIMENTOS;586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;3304557;RIO DE JANEIRO;RJ;30;28;"66,8";"3,2";"56,7";"3,7";"59,2";"3,4";"3,571";4;
2014;6009;ENGENHARIA DE ALIMENTOS;587;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;2606002;GARANHUNS;PE;15;15;65;"2,9";"59,5";"4,1";"60,9";"3,7";"3,795";4;
2014;6009;ENGENHARIA DE ALIMENTOS;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;4104303;CAMPO MOURAO;PR;27;27;"61,2";"2,3";"50,1";"2,8";"52,9";"2,5";"2,655";3;
2014;6009;ENGENHARIA DE ALIMENTOS;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;4115804;MEDIANEIRA;PR;8;8;"64,9";"2,9";57;"3,7";59;"3,4";"3,526";4;
2014;6009;ENGENHARIA DE ALIMENTOS;592;UNIVERSIDADE FEDERAL DE LAVRAS;3138203;LAVRAS;MG;61;53;"62,5";"2,5";"47,5";"2,4";"51,3";"2,3";"2,438";3;
2014;6009;ENGENHARIA DE ALIMENTOS;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;3121605;DIAMANTINA;MG;8;8;"77,8";5;"59,6";"4,1";"64,2";"4,1";"4,323";5;
2014;6009;ENGENHARIA DE ALIMENTOS;597;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;3170107;UBERABA;MG;4;4;"82,8";5;"66,1";5;"70,3";5;5;5;
2014;6009;ENGENHARIA DE ALIMENTOS;648;FACULDADES ASSOCIADAS DE UBERABA - FAZU;3170107;UBERABA;MG;14;14;"51,2";"0,7";"44,4";2;"46,1";"1,5";"1,657";2;
2014;6009;ENGENHARIA DE ALIMENTOS;665;UNIVERSIDADE DE TAUBATÉ;3554102;TAUBATE;SP;4;4;"54,1";"1,2";"36,1";"0,8";"40,6";"0,7";"0,9";1;
2014;6009;ENGENHARIA DE ALIMENTOS;666;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;2910800;FEIRA DE SANTANA;BA;43;33;"62,5";"2,5";"49,2";"2,6";"52,5";"2,5";"2,613";3;
2014;6009;ENGENHARIA DE ALIMENTOS;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;2916401;ITAPETINGA;BA;20;16;"60,3";"2,2";"53,9";"3,3";"55,5";"2,9";"3,017";4;
2014;6009;ENGENHARIA DE ALIMENTOS;699;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;1100023;ARIQUEMES;RO;33;32;59;2;"42,3";"1,7";"46,5";"1,6";"1,746";2;
2014;6009;ENGENHARIA DE ALIMENTOS;719;UNIVERSIDADE DO ESTADO DE MATO GROSSO;5101704;BARRA DO BUGRES;MT;27;27;"60,6";"2,2";"40,7";"1,5";"45,7";"1,5";"1,651";2;
2014;6009;ENGENHARIA DE ALIMENTOS;730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;4119905;PONTA GROSSA;PR;32;32;"60,3";"2,2";"49,3";"2,6";52;"2,4";"2,531";3;
2014;6009;ENGENHARIA DE ALIMENTOS;794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;5108402;VARZEA GRANDE;MT;17;16;52;"0,8";"35,4";"0,7";"39,5";"0,6";"0,738";1;
2014;6009;ENGENHARIA DE ALIMENTOS;1041;CENTRO UNIVERSITÁRIO UNIVATES;4311403;LAJEADO;RS;3;3;"59,3";2;"30,9";"0,1";38;"0,4";"0,563";1;
2014;6009;ENGENHARIA DE ALIMENTOS;1046;UNIÃO DAS FACULDADES DOS GRANDES LAGOS;3549805;SAO JOSE DO RIO PRETO;SP;6;6;"59,7";"2,1";"45,6";"2,1";"49,1";2;"2,117";3;
2014;6009;ENGENHARIA DE ALIMENTOS;1126;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;4109401;GUARAPUAVA;PR;16;16;"54,4";"1,2";"48,9";"2,6";"50,3";"2,1";"2,25";3;
2014;6009;ENGENHARIA DE ALIMENTOS;1292;FACULDADES ADAMANTINENSES INTEGRADAS;3500105;ADAMANTINA;SP;17;15;"52,2";"0,9";"43,5";"1,8";"45,7";"1,5";"1,601";2;
